benchmark_uri,suite,protocol,batch,pass_flag,sample_idx,elapsed_sec,returncode,out_sha256,input_file
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,3,1.019925996,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-vectorize,4,1.041390423,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,0,1.001238073,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,1,1.042014226,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,2,1.024879309,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,3,1.000615299,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-deletion,4,1.014976446,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,0,1.028790611,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,1,1.057527118,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,2,1.031554798,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,3,1.010401024,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-unswitch,4,1.014363215,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-distribute,0,1.049456057,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-distribute,1,1.024237715,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-distribute,2,1.014469283,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-distribute,3,1.008671941,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
benchmark://cbench-v1/gsm,cbench-v1,B,1,-loop-distribute,4,1.031138063,0,09c2c7c190d3209af2861c66f37792d186770381cecd6c1256006d254e51e943,/home/nithi/.local/share/compiler_gym/llvm-v0/cbench-v1-runtime-data/runtime_data/telecom_gsm_data/2.au
